id,centroidX,centroidY,GOS,shapeFactor,perimeter,equivalentPerimeter,equivalentRadius,diameter,grainSize,area,aspectRatio,boundarySize,numNeighbors,paris,ellipsOmega,ellipsA,ellipsB,sphericity
15,2836.59415193767,847.422471219059,0.221835511177582,1.35718378392928,33.3581892679934,24.5789771901161,3.91186571594992,14.9956012068724,35,48.0748291015652,3.7043146209284,50,3,3.1996507695638,1.90051392850976,7.52900994990224,2.03249743079741,0.368409942647865
16,749.241325125434,871.237787543359,0.188110057934314,1.58264924322164,92.3799196026496,58.3704317291437,9.28994274010123,35.0610603676153,240,271.128984239367,2.44469837958359,154,3,16.4718292381113,1.94975124637837,14.5253190168725,5.94155873713414,0.315925971684162
17,1812.10103267406,888.317772769756,0.453445930741442,1.08338268374217,24.1884927782443,22.3268224065513,3.55342414953753,9.19238815542512,34,39.6683349609375,1.36852894290007,45,2,2.48103739291595,0.779445931273351,4.15694274529124,3.03752636497567,0.461517437469947
18,2940.65707420442,881.011561509613,0.144320940362702,1.22870040460513,123.543504230766,100.548110644164,16.0027288275695,46.25,772,804.522074381508,1.87817864300426,226,5,14.2657674390889,0.703000175596285,21.9312050242598,11.676847197655,0.406934024051766
19,2160.79464704205,852.886542712656,0.345793325904288,1.22390868665455,265.527188334725,216.950162401837,34.5286907508419,99.4284360175142,3641,3745.50253295899,1.65804421744019,481,3,10.3548297841116,1.83152974746975,44.4608913704607,26.8152627672998,0.408527209139029
20,2880.52077639675,932.661069864886,0.385490280469794,1.149018580355,26.0222549627679,22.6473752536953,3.60444171968268,9.13580899064934,35,40.8155721028643,1.17656654039387,44,3,2.48155850763806,1.24962563288994,3.90972538970609,3.32299555994281,0.435153972745612
21,2822.75540725187,928.540635638174,0.28906451546776,1.17841821204659,67.4591717617678,57.245527158486,9.11090861717438,23.7089038460666,232,260.77938334147,1.47482635824271,110,3,6.60724865059998,2.23723788887126,11.0645087365469,7.50224504376943,0.424297583734416
22,1153.60575202522,969.144910743217,0.225914354724799,1.1390357098913,38.9007993571166,34.1523966450788,5.43552274449936,14.8657669775909,80,92.8180643717449,1.57662646197652,68,3,4.12679844561216,0.386278158158734,6.82504820426645,4.32889360217278,0.438967800270034
23,3354.08803062367,986.873016641593,0.186251744835471,1.14604123697115,107.237631019777,93.5722272116433,14.892482496851,38.6393581727233,648,696.761377970381,1.635866209573,184,4,7.50564108623255,0.00954140808117387,19.047631881134,11.6437589881545,0.436284475523271
24,3413.22836340716,989.155515174846,2.03343482519963,1.15051810485484,75.8404918128832,65.918555729683,10.4912639858576,26.6491714307384,292,345.784484863286,1.40235310313462,131,2,7.07275240091542,1.54091196897881,12.4238587458938,8.85929422349004,0.434586816052828
25,3419.94540432295,979.459218662857,0.287616129298913,1.60206723474051,201.262240632878,125.626588115995,19.9940924824302,63.4656813576819,1116,1255.89481052169,1.89698600061616,338,5,43.2976298888041,3.05496519725443,27.538086486243,14.5167578871422,0.312096764204148
26,1280.48448541,995.383690470378,0.228480494963339,1.28361160098979,35.3573586940463,27.5452159101573,4.38395727063505,14.100759886458,49,60.3785247802732,2.4574412289396,59,3,6.14568817573608,1.47975981360994,6.87239135190123,2.79656386934906,0.389525927947716
27,3197.09791570958,1001.24802203367,0.298884538168631,1.13437301039504,68.5589447315567,60.4377432319917,9.61896558469022,24.0678578146281,232,290.674286082436,1.53495365901887,108,4,6.66546304242269,1.69317368256853,11.9172487666116,7.76391436744023,0.440772122942063
28,3443.65087802641,1003.83373440156,0.138174422161452,1.16385081920543,77.4318464059296,66.5307315406564,10.5886947922153,30.8154738014124,303,352.236805293413,2.13722046189842,122,4,4.95554523403935,1.3380231861759,15.4798622654866,7.24298804987875,0.429608324150472
29,1608.50574907192,1022.52837349922,0.250723778525721,1.68619704870749,69.0346176546346,40.9410144013425,6.51596481717014,29.8175586786637,95,133.385104709202,5.23254278368448,111,2,7.46826358891793,2.2031759824554,14.9051079134783,2.84854009411135,0.296525249159499
30,3486.73482959715,1035.6840625809,0.238432719411483,1.10021255111249,55.8077847338891,50.7245483406443,8.07306260451733,20.4517861214016,169,204.751227169943,1.27462788978694,90,5,3.25028012076998,2.08339870430201,9.11444080723039,7.15066795592704,0.454457640475397
31,3408.38378546232,1034.46701613913,0.284149298367245,1.11253781857533,72.3462489624817,65.028125565318,10.3495476237208,25.8796571235407,290,336.505841209778,1.39688068748919,117,4,5.28315390028957,0.521936374450169,12.2321000272515,8.75672499219526,0.449422924463169
32,3302.22754320526,1034.83158834357,0.338345658610291,1.13227906195813,63.9923420279647,56.5164049905668,8.99486522003217,21.8997040874244,217,254.178722805451,1.38011533369098,104,4,4.46172222567267,1.44684463100996,10.5670156535706,7.65661781708498,0.441587252470531
33,2979.95149042517,1043.75108130315,2.02885001480619,1.2511353633394,54.948105009912,43.9185931594565,6.9898611949694,23.7604840255506,111,153.492435031467,3.02909825109045,83,2,3.24855173192082,0.318381866368203,12.1653674654114,4.01616800017365,0.399637013428708
34,3010.81178562093,1040.49662085969,0.281135668143363,1.22629978573849,150.160873162039,122.450378698885,19.4885830534021,48.1333476171358,1097,1193.19218759688,1.0885373647433,246,4,14.7435501033942,1.66332006108132,20.3330221975313,18.6792138295833,0.40773064287775
35,3484.73960725569,1058.44063650765,0.187879829372048,1.16747667303409,138.256478926667,118.423333090982,18.8476588388478,48.3735464897913,1038,1116.00129032903,1.33588185621607,229,7,8.52011627641536,0.152963244177508,21.7841910768553,16.3069742848067,0.428274081657303
36,3500.71532401137,1078.97296027644,0.388067633844919,1.22715513197661,28.429657309369,23.1671257924634,3.68716258710229,10.9914739684903,31,42.7104797363318,2.39408414476036,43,4,2.7673996455104,1.49433520471989,5.70508334903451,2.38299199362751,0.407446448269861
37,3572.40917878529,1082.04977667287,0.302798854021774,1.08230103009696,64.5664501019519,59.6566466320075,9.49465019977046,21.5992054153136,236,283.209495931113,1.23489798978138,102,4,6.00572707512278,2.4997718898753,10.5510215726991,8.54404303837847,0.46197867884798
38,3500.01678127026,1090.13931915683,0.4291940330027,1.14376496455761,30.281190886655,26.4750117594021,4.21362898992491,12.3490890352285,23,55.7779385290098,1.77850805359897,38,5,1.19182724133283,1.82055570071524,5.6193257848534,3.1595728641668,0.437152750340967
39,3561.61775915817,1090.11371876558,0.232215318495838,1.16905208211963,34.9211691865848,29.8713545108004,4.75417372724428,13.4376453480511,44,71.0068044062236,2.11789777647952,45,4,2.28453356351132,0.633710151922335,6.91874851315426,3.26680002689033,0.427696941519869
40,3473.78402174156,1080.85125350997,0.276579728353733,1.18746681886949,139.426433474557,117.415014263132,18.6871799131828,53.7626112400333,1004,1097.07774802203,2.05460121382464,229,6,7.55547430062838,0.37146771247667,26.7859798017461,13.0370699781122,0.421064396962279
41,726.855069681672,1099.31531212212,0.274541289869156,1.13172101743211,41.8761510729124,37.0021855456303,5.88908073479054,15.3663593606293,82,108.954429020958,1.62136616926355,61,3,4.14468323966073,0.848831795034943,7.49873595795446,4.62494907079534,0.441804996371373
42,3580.41215350074,1098.06959433654,0.333851154492002,1.3454049888897,118.076932247172,87.7631146177148,13.9679335125499,44.7048374881951,544,612.934674917267,2.26066125173271,195,5,20.2211384045892,3.00349903687544,21.0014801585,9.28997218951014,0.371635309909642
43,722.929940913772,1117.04616590762,0.45779326954463,1.17050798140572,32.4482178797334,27.7214836593978,4.41201115423436,10.8411264162289,35,61.1537475585942,1.26340688916979,48,2,2.95926724812582,0.722600986490456,4.95916116126007,3.92522884256142,0.427164964223076
44,1498.78936996702,1111.43742402769,0.23226212211599,1.20164907129544,71.2610841436641,59.3027414125497,9.43832443470774,30.004166377355,238,279.859256659611,2.2190468700706,115,5,3.00782173332817,1.15438767585474,14.0597675147656,6.33594887264293,0.416094858260884
45,3609.58782191385,1111.67089362456,0.228261222162306,1.14394597356871,85.9209256686394,75.1092513579082,11.9540086255427,29.3991921657722,431,448.928319295246,1.24432427977231,160,3,8.74775360362667,0.278550483064372,13.3346110508149,10.7163472316516,0.437083578728963
47,1502.94197343464,1135.60527547707,0.32214789385132,1.15717173494651,101.559408558135,87.7651998325292,13.968265384795,34.3531496210884,575,612.963801405167,1.29008735867874,178,3,8.81963481843764,1.05213151785373,15.8654369496796,12.2979555166933,0.432087982189706
49,868.679628151963,1154.72401556818,0.24633295872943,1.39883687437507,59.5130871782137,42.5446942873888,6.77119839817145,18.7095063315455,118,144.03928290473,1.64671242350574,90,4,33.0044229880778,2.87983321734109,8.68909248820293,5.2766301900513,0.35743981958109
50,1559.95271307894,1153.50090116054,0.136948532273969,1.37037692128644,144.079055943365,105.138267950478,16.7332750524387,53.8380569574453,832,879.653778076172,2.30586860719947,247,5,24.2469490536128,2.72614943800099,25.4096233897189,11.0195452205663,0.364863120673854
51,1560.00013798253,1167.32496824149,4.83952232055897,1.48217878185637,27.794664445529,18.7525720822405,2.98456454257565,11.0453610171873,21,27.9841308593745,3.68992006038002,43,2,15.1897776715987,0.06396059216627,5.73309916670497,1.55371907057372,0.337341220992093
52,861.970706261663,1166.39329040965,0.463081018741028,1.15102818625433,48.0922922324786,41.7820282828872,6.64981633362688,15.9192086365272,122,138.921407063802,1.10014831493676,81,4,11.6212191014881,1.37761695050952,6.97485637795255,6.339923702336,0.43439422767491
53,805.828816046061,1173.01292658201,0.248356477975862,1.47779047142764,34.7281237757651,23.500032276034,3.74014629954989,13.3709468340235,34,43.9467793782558,2.83596664989592,59,3,13.1317158784895,0.798851485773963,6.29852924337134,2.22094616084519,0.338342958401246
54,2207.87466808002,1164.61005370122,0.284390942881501,1.21143721314377,82.2701496124253,67.9111956606717,10.8084024806768,30.6589784798154,349,367.005767822265,2.00678697528254,155,3,5.98335179139924,1.4575306325632,15.3113028001273,7.62975990412315,0.41273290483001
55,965.727690044065,1174.99502619111,0.230356278204314,1.37580182907971,62.6119730795455,45.5094416624141,7.24305259792544,22.8541571710706,142,164.813639831542,2.18630498376643,105,3,22.9465768642113,0.422083644621722,10.7096927457083,4.89853557725432,0.36342443325174
56,667.757256085169,1188.82940230117,1.34961949337131,1.23484278031621,29.8804683528055,24.1977916777017,3.85119815741415,10.770329614269,39,46.595245361328,1.50424154405539,47,2,8.98507456635648,2.73677395270294,4.72339923106693,3.14005370329874,0.404909845990244
57,2935.98832294709,1184.21145264927,0.205335243512811,1.24016010939435,91.2695433211549,73.5949678027683,11.7130029124995,31.555653184474,400,431.009036109564,1.37576267868217,156,4,8.37393645050774,0.676440879549523,13.7385219896971,9.98611330469953,0.403173748463964
58,752.231530960978,1217.41130703511,0.52942895708566,1.16129010033614,77.8805528226922,67.0638222095835,10.6735388072913,25.5978288206643,329,357.904154459635,1.219713406999,135,3,10.48479534839,2.93366691056315,11.7879241376014,9.66450321031112,0.430555637954094
59,3445.98838032927,1234.14970074431,0.194955343319783,1.14943756887724,30.432975739862,26.4764059953153,4.21385088946232,10.4055578786351,51,55.7838134765625,1.45844718931353,54,1,7.06181653929944,0.355811549009353,5.08890703994287,3.48926383980906,0.434995352108071
60,1525.28205880911,1220.39109495728,0.348642677454176,1.26923947131085,109.450003441229,86.2327448170129,13.7243675940096,36,559,591.744944254557,1.15999129101642,188,5,19.1439425881149,1.85504658364301,14.7815407851596,12.742803243124,0.39393669303682
61,751.243643555805,1243.02561535534,0.263956785989251,1.12584551688835,28.5540119495791,25.3622824101992,4.03653261367583,10.0881952634487,43,51.187840053013,1.26935946889742,47,2,5.42490877465717,1.5695430255623,4.54779394681576,3.58274709272547,0.444110663940747
62,853.900533725023,1256.99618190578,0.162941452926824,1.34410496159382,67.7360094390269,50.3948808869114,8.02059439967922,25.1097590589794,191,202.098449707031,2.16467601285286,127,4,23.5318176163885,0.644896729231189,11.8005705867495,5.45142576380163,0.371994758063469
63,1113.52514021898,1252.21032862035,0.373426851664602,1.23225673052639,105.32454630285,85.4728918850039,13.6034332438575,40.0819473079839,554,581.362389458551,1.75265207188147,190,3,9.15013343135561,2.10854891480111,18.009281438839,10.2754458387774,0.40575960156161
64,2197.4070524337,1268.07376143804,0.643567758896262,1.16484114072663,22.4182280516914,19.2457385542778,3.06305442436759,8.98223555444594,24,29.4753723144513,1.997268550355,38,3,3.87207832215283,0.0545714885737431,4.32885406622789,2.16738708745926,0.429243080896079
65,3619.66994301857,1290.43619453328,0.472514442978114,1.1623406900686,25.5971153158475,22.0220418458695,3.5049168167467,9.60127008301669,35,38.5927124023438,1.85624738297487,47,1,3.61558205717021,0.145869985355168,4.7752448224059,2.5725260901125,0.430166477240414
66,833.122842719626,1303.05088334304,0.356338322730069,1.22752419135732,22.1642280582027,18.0560417580813,2.87370829847231,8.64420165325989,24,25.9438985188804,2.00419080217131,35,2,6.70029478960264,2.33344784238814,4.06829291587145,2.02989301790225,0.407323948090287
67,2087.77231267244,1302.46160636208,0.67680785808736,1.32444524473439,26.0726737357635,19.6857316974189,3.13308150802502,10.0474035144814,30,30.8385009765625,2.37122757449335,44,1,9.10289020625999,2.57360729423417,4.82456666350125,2.03462827246014,0.377516550410713
68,824.818790528691,1313.95284752112,0.311793868744498,1.29955915999117,32.6785202352757,25.1458504093786,4.00208639090197,11.5021888013639,36,50.3179328555154,1.91423788430174,47,2,15.8905571609904,2.07595591845731,5.53712608395412,2.89260082530124,0.384745854896977
69,690.217099661636,1326.57423589397,0.400688668260397,1.08479109045976,25.1611839740882,23.1944972588448,3.69151889127657,8.84670766162166,28,42.8114624023442,1.27873983021605,42,1,3.56217141174489,1.13465607959554,4.17442047248267,3.26447989954093,0.460918239831863
70,1342.19830785059,1321.05631387269,0.267182876172832,1.2047749632045,89.9935307211306,74.6973779084545,11.8884569301339,30.0665927567458,422,444.018280029297,1.24957680516532,152,3,16.036566402813,1.87205852465724,13.2894487398786,10.6351595875856,0.415015264485647
71,3403.17778727964,1335.27057491057,2.74753838544078,1.42179936143752,24.3251579457763,17.1087135115761,2.72293632531043,10.4033991027272,22,23.29296875,3.63169295477585,46,1,3.53905507085898,0.0789322787179972,5.18910008718875,1.4288377767082,0.351667059052884
72,3437.91408022588,1339.38333233371,1.18076699380398,1.22277572581611,27.6864034496005,22.6422579914415,3.60362728209988,9.71570993449527,39,40.7971293131513,1.5686923985954,53,3,16.4817255219804,0.921057816484416,4.51345131493989,2.87720608513256,0.408905729353016
73,1160.36558309744,1342.31279909465,0.607626839626937,1.28875112539915,30.1868429172373,23.4233300148529,3.7279387555366,11.8088308620339,40,43.6603698730469,2.4156854912357,56,2,13.7618130162315,0.598182489375429,5.79413973077611,2.39854888055491,0.387972503104617
74,3446.07709823032,1342.62003646753,0.372226086201768,1.25129561787902,32.6677007397904,26.1071007306515,4.15507413108123,11.9128209650241,45,54.238469441731,1.9490624150456,58,3,15.0432246362013,0.514308581572658,5.80085019201017,2.9762259777989,0.399585831561941
75,806.975139533412,1347.71748506836,0.436351361897666,1.19999000308852,38.3258142321252,31.9384445982739,5.08316133248194,13.6014705087354,68,81.1741333007812,1.3327087150697,69,2,8.38047098886108,1.91345334508008,5.86815413557376,4.40317833088294,0.416670137845404
76,1221.80447076245,1357.454300575,0.9416856893281,1.62956404154125,36.7487689348114,22.5512885643047,3.58914904810082,15.149703715847,21,40.4699679420105,3.99355462939226,51,2,15.2870369103856,0.127171902852493,7.17251241563818,1.79602211094072,0.306830530898986
77,3053.30765793916,1351.53430365728,0.282337888352826,1.21578966170261,179.759406245659,147.854034219966,23.5317004021859,60.8950397945681,1703,1739.62841825939,1.35820363031585,328,4,20.269185368312,0.0187014733911706,27.4243128078787,20.1916061743268,0.411255347655937
78,1253.6958641874,1375.42604459877,0.218415952080075,1.12319293602704,44.2782107414699,39.4217318514224,6.2741634893971,16.2774920489874,100,123.669195335499,1.40801733364669,69,2,6.50186595141807,0.244459634921721,7.4449165105797,5.28751765526762,0.445159494831404
79,1281.62446438387,1382.14008267766,0.3407449670668,1.18045184211689,44.2140440969512,37.4551866662028,5.96117810235583,15.8597166508389,93,111.638519287109,1.65729369419093,73,2,7.30313541413871,3.10236386371555,7.67417743670999,4.63054765948195,0.423566622678444
80,717.046828772147,1386.07137840283,0.254469869410984,1.06979877184447,17.9681316023541,16.7958050385258,2.67313539508915,6.76690591223197,22,22.44873046875,1.2158421475591,34,1,1.16533381220236,2.20526527282267,2.94753895568473,2.42427765940024,0.467377616388488
81,826.265822222099,1413.34580424127,0.178126118618922,1.11917286663262,18.9145663136429,16.9004868484287,2.689796022587,6.30089628111053,22,22.7294311523438,1.14348522722604,36,1,10.3198398093132,1.15067393043936,2.87630294672773,2.5153826899061,0.446758507918802
82,3118.30690240028,1450.23778272506,0.174263913610653,1.22586654749241,36.5988765727794,29.8555145726463,4.75165272278878,12.790043200792,68,70.9315185546875,1.44652196941299,69,3,10.7370574418464,1.77069130311978,5.71488123536842,3.95077389504674,0.40787474054397
83,2937.94239339476,1456.01335040662,6.89195977299503,1.69635791213744,52.343162001771,30.8562017645308,4.91091703586594,16.0026948566728,59,75.7661234537754,1.96745458215914,89,1,48.4925872733999,2.93883561638828,6.88834602572349,3.50114614496667,0.294749118934454
84,3193.11267018673,1464.44442997965,0.359332564207057,1.21463524018359,34.8373456659049,28.6813230123631,4.56477433183292,13.3376376515858,61,65.4618835449219,2.14698336896773,65,1,10.061406216869,0.418958593322046,6.68857578775521,3.11533656218821,0.411646215636247
85,3602.11940909592,1475.49300509832,2.83568055671695,1.27167309193362,33.3763775653608,26.2460358539245,4.1771863427192,11.1770693780978,44,54.8172912597661,1.41869871151235,57,1,24.7003923001125,0.120692233439081,4.97541070859659,3.50702419634451,0.393182810245466
86,1536.9647053266,1476.73749185832,0.205660021492904,1.40054751279446,41.4944747970189,29.6273238986563,4.7153350490558,13.7535906178282,65,69.8513793945312,2.09593479594669,77,3,24.0837275863586,0.910350641885199,6.82655260008254,3.25704435714525,0.357003240113125
87,3628.18867773117,1482.43372459427,0.848798847352811,1.60847777606611,31.5053935969212,19.5870866639977,3.11738166334458,12.466287546632,29,30.5302124023438,3.63410129614348,62,1,20.4002586121224,0.373852162263673,5.94276409556094,1.63527750364785,0.310852911641005
88,1700.4729030993,1476.03702111201,0.258156428987581,1.43837090020961,87.3873797647824,60.7544130321655,9.6693651487158,35.5140817141595,282,293.728302001953,2.82159764163825,151,5,17.3011831512529,2.12512675503173,16.2422242690554,5.75639277172949,0.347615486330498
89,1287.65004280439,1483.79073309905,0.21459545115841,1.30997844833741,63.0078265283654,48.0983688001383,7.655093149199,23.5849528301415,162,184.098746744793,2.03060748022496,105,3,19.7876974838501,2.56532348013337,10.9084606794334,5.37201836675246,0.381685668672327
90,1658.3872025353,1492.24905664654,0.723274095288301,1.14226610704427,28.0907266765608,24.5921038042952,3.91395488148258,10.1021170198833,34,48.1261923653738,1.61139946224946,42,3,3.98275168554788,3.13894755561041,4.96840994213535,3.08328881728657,0.437726372967331
91,1716.18501136956,1504.39030059959,0.167955796908619,1.12456131677243,47.5438330985893,42.2776707588016,6.72870028367495,16.952750571902,126,142.236887613932,1.27634155515425,82,3,4.48045143232512,1.71962268413001,7.60176848032088,5.95590455362253,0.444617819004333
92,1499.15894241791,1507.82904316556,0.257362320773089,1.22822739207086,32.6115663035883,26.5517334282893,4.22583962277055,12.9378868450619,37,56.1016835872531,2.04478215807635,49,4,7.69641704180574,1.07988036367602,6.042776538798,2.95521775507021,0.40709074168829
93,1558.09522023286,1506.66511609021,0.273948164088625,1.19298600367781,46.4683344588547,38.951282173973,6.19928909775504,17.22850400057,95,120.735129462346,1.82801163749106,72,4,11.1712411541187,1.67517522679703,8.3816856301729,4.585138003649,0.419116400744494
94,1670.8842562277,1513.18892998515,0.421402686510525,1.28106590249224,23.1959760159102,18.1067780906382,2.8817832365931,9.41076511235936,23,26.0899047851562,2.40063191456105,40,3,2.50360622226904,3.031244384275,4.46502709278684,1.85993823780488,0.390299983027632
95,1965.81255400198,1514.13768392108,0.236427352699894,1.219573037471,42.0939140886255,34.5152875599107,5.493278627398,15.7348176417657,84,94.8010457356768,1.73390579666466,73,5,10.2540519931814,0.0280943776673425,7.23343156361002,4.17175579983887,0.409979545822722
96,2072.41966230143,1530.8783833217,0.239921587161488,1.18589484233416,24.5172047885609,20.6740124953276,3.290371282175,8.00390529679106,27,34.0125885009766,1.1623939071103,38,3,6.00395239906376,2.84784762300877,3.54749317422562,3.05188555491027,0.421622543712111
97,1877.63502438927,1534.94353160166,0.345668331996598,1.18377646412984,34.5072724327959,29.1501592390259,4.63939193480685,11.9634861140054,57,67.6195068359361,1.39509231107212,59,3,12.3083887263402,1.69431745799655,5.47977259077627,3.92789247513313,0.422377040894739
98,1580.1559197562,1553.07237149284,0.582160883577299,1.12777328039846,22.4802659403783,19.9333202258842,3.17248644618313,7.90569415042095,22,31.6190941220228,1.51798936527172,35,3,2.65425344581202,0.0431187710431326,3.90871620948772,2.57492990327244,0.443351521702433
99,3495.6398586729,1552.75069047113,1.30871173982228,1.17919558657401,31.1132798302038,26.3851732354249,4.19933074475384,11.2772727147486,49,55.4000345865879,1.94625565657425,53,1,7.14940428939598,0.364578754432378,5.85841354826639,3.01009455180118,0.424017869209194
100,1813.60996127806,1565.33871770742,0.221117759985679,1.4077650772325,38.0486632125716,27.0277078384206,4.30159330292821,15.071127658171,50,58.1311035156252,2.58418567678095,67,2,7.6707044184865,0.458385338214274,6.91498440223408,2.67588527572364,0.355172896448705
101,1928.40783927115,1580.6089411089,0.239057239695962,1.13477314610542,23.3957345521168,20.6171027508113,3.28131381502512,9.71825315807544,22,33.8255920410147,2.07879758022567,38,2,0.657239214722104,0.295197845873219,4.73101002486581,2.27583968245346,0.440616700982057
102,2734.71119447045,1581.28446940881,1.14639065372058,1.1504274788729,26.8185486803145,23.3118116290035,3.71019005318304,10.5422356694468,37,43.2456258138027,1.81603919373336,49,1,5.39847443490359,0.768181449380674,4.99987060840162,2.75317329364628,0.434621051028666
103,1765.46287963086,1575.6278230764,0.197939177286317,1.26139694446393,76.8769115296943,60.9458520310319,9.69983361168596,24.2744721878767,270,295.582312011721,1.27760302260276,126,5,16.7323892640599,0.417089115647085,10.9638289121426,8.581561500854,0.396385929262332
104,3292.18875336256,1584.94162693288,0.739163236039389,1.10685537744118,21.3996660098079,19.3337507735469,3.07706200411674,7.65096277897837,25,29.7455749511719,1.6250771858426,37,2,3.22991962670741,0.389926989615202,3.92259295714527,2.41378870574163,0.451730199076141
105,3470.01951967293,1579.70391832708,0.417763167722243,1.23011450534205,94.0946697465357,76.4926105154508,12.1741770735371,31.2632194261704,443,465.617292616102,1.17764007464149,165,4,13.6483469867703,2.41291331485928,13.2113105795526,11.2184621295047,0.4064662255657
106,3313.8510996669,1581.17875366442,0.317266288499553,1.50729737604293,139.973151536824,92.8636603244756,14.779710574247,56.4101636886724,615,686.249011230467,2.87515491722103,231,4,12.0799737864261,2.90416015456022,25.0608937088626,8.71636291970142,0.331719545158791
107,666.276093303974,1595.63083461358,0.248144172691482,1.10978437766949,22.7342701536164,20.4853038221331,3.26033736403178,8.27647267862342,30,33.3945007324219,1.45649284621867,41,2,6.55027840578937,0.389780979043577,3.93474614931537,2.70152109537009,0.450537969411666
108,1931.86525282592,1604.42534387431,0.380766767223594,1.09840080081798,37.5088812177817,34.1486287972923,5.43492307289931,14.3754189260062,45,92.7975852791387,1.46095461090632,49,3,2.31590260553379,1.52053252241165,6.56918909213901,4.49650457522683,0.455207242772993
109,698.278020649969,1604.04909381244,3.04787347574826,1.21193652035944,43.735449141553,36.0872441805631,5.74346329390085,16.2064809386265,65,103.63288116455,1.71299149294586,74,1,12.5475257967739,0.00249900145564026,7.51711947668907,4.38829936263242,0.412562862493581
110,922.693493483711,1615.62196767069,2.73316542813921,1.29597945706756,27.9020828820711,21.5297262081652,3.42656234944463,10.7921423690601,28,36.8864746093751,2.33720890534556,47,3,14.8406372850098,3.08979454986823,5.2385055071974,2.24135099571807,0.385808584598526
111,1857.87210086591,1610.32925370647,0.319010953593159,1.28872244388154,57.0787143506902,44.2909290683051,7.04912029535327,19.2332659230409,142,156.106043497721,1.46587195756967,97,4,19.3793094408415,0.157281817342914,8.53459546029349,5.82219709997275,0.38798113773361
112,1849.07310229761,1613.69443268383,0.219154672012554,1.32427643228868,36.2789672176641,27.3953128917088,4.36009946426458,14.0890028036054,52,59.72314453125,2.37156987182951,65,4,11.7649914820127,1.02610501458537,6.71451052489043,2.83125140214007,0.377564674420639
113,848.537182598931,1627.2322325797,0.372861921390527,1.08934571773705,32.7032685635624,30.0210190677561,4.77799358128942,11.3056619958348,62,71.7201182047529,1.11605200837499,57,2,4.9779915599595,2.07113309284878,5.04763308913254,4.52275794609434,0.458991109855073
115,2841.00125732735,1662.13959265706,0.242548205730632,1.04066262317603,19.7541603537362,18.9822906231108,3.02112538387501,6.96750619505466,23,28.6739400227863,1.206084134337,35,1,1.0478558343129,0.364768264335582,3.31785614583045,2.75093258535759,0.480463109623401
116,3237.93568380399,1660.99996700973,0.18486581132358,1.14063672240042,41.1846792872249,36.1067450121663,5.7465669476449,13.729530217746,92,103.744913736979,1.19042148031189,70,4,8.19347134638742,0.303148859606635,6.26987450124593,5.26693663122007,0.438351659367738
